empresa;abertura;data_atendimento;tempo_horas
CRE;2025-02-01 00:11:00;2025-02-20 10:10:00;465,98333333333335
HDS;2025-02-01 00:12:00;2025-02-20 09:30:00;465,3
HCD;2025-02-02 00:00:00;2025-02-02 19:00:00;19,0
CRE;2025-02-01 00:11:00;2025-02-28 16:50:00;664,65
HCD;2025-02-01 00:12:00;2025-02-25 17:00:00;592,8
HCD;2025-02-01 00:15:00;2025-02-26 10:25:00;610,1666666666666
HDS;2025-02-01 00:12:00;2025-03-08 16:20:00;856,1333333333333
HCD;2025-02-01 00:13:00;2025-02-24 09:00:00;560,7833333333333
HGL;2025-02-01 00:17:00;2025-02-19 09:00:00;440,71666666666664
HCD;2025-02-01 00:13:00;2025-02-24 14:30:00;566,2833333333333
HCD;2025-02-01 00:14:00;2025-02-18 09:00:00;416,76666666666665
CRE;2025-02-01 00:11:00;2025-02-07 10:30:00;154,31666666666666
HGL;2025-02-01 00:17:00;2025-02-10 09:30:00;225,21666666666667
HGL;2025-02-01 00:16:00;2025-02-18 13:50:00;421,56666666666666
HDS;2025-02-01 00:12:00;2025-02-20 11:28:00;467,26666666666665
HDS;2025-02-01 00:12:00;2025-02-10 15:28:00;231,26666666666668
HCD;2025-02-01 00:14:00;2025-02-24 09:40:00;561,4333333333333
HDS;2025-02-01 00:12:00;2025-02-19 13:30:00;445,3
HGL;2025-02-01 00:16:00;2025-02-26 15:45:00;615,4833333333333
HCD;2025-02-01 14:27:00;2025-02-01 14:50:00;0,38333333333333336
HGL;2025-02-01 00:16:00;2025-02-26 16:20:00;616,0666666666667
HGL;2025-02-01 00:16:00;2025-02-26 13:00:00;612,7333333333333
CRE;2025-02-01 00:11:00;2025-02-18 09:00:00;416,81666666666666
CRE;2025-02-01 00:11:00;2025-02-26 16:50:00;616,65
HGL;2025-02-01 00:17:00;2025-02-06 08:00:00;127,71666666666667
CRE;2025-02-01 00:11:00;2025-02-26 15:35:00;615,4
HCD;2025-02-01 00:14:00;2025-02-18 14:25:00;422,18333333333334
CRE;2025-02-01 00:11:00;2025-02-21 14:10:00;493,98333333333335
HCD;2025-02-01 00:12:00;2025-02-14 14:45:00;326,55
HCD;2025-02-01 00:13:00;2025-02-10 15:45:00;231,53333333333333
HGL;2025-02-01 00:17:00;2025-02-24 08:00:00;559,7166666666667
HGL;2025-02-01 00:16:00;2025-02-05 09:00:00;104,73333333333333
CRE;2025-02-01 00:11:00;2025-02-19 15:30:00;447,31666666666666
CRE;2025-02-01 00:11:00;2025-02-03 11:30:00;59,31666666666667
HGL;2025-02-03 00:00:00;2025-02-03 19:00:00;19,0
HGL;2025-02-01 00:16:00;2025-02-27 09:15:00;632,9833333333333
HGL;2025-02-01 00:15:00;2025-02-25 08:30:00;584,25
HGL;2025-02-01 00:16:00;2025-02-06 09:00:00;128,73333333333332
CRE;2025-02-01 00:11:00;2025-02-28 10:10:00;657,9833333333333
HGL;2025-02-01 00:17:00;2025-02-19 08:15:00;439,96666666666664
HCD;2025-02-01 00:13:00;2025-02-04 16:30:00;88,28333333333333
HDS;2025-02-01 00:11:00;2025-02-10 11:44:00;227,55
HGL;2025-02-03 00:00:00;2025-02-07 08:00:00;104,0
HCD;2025-02-01 00:12:00;2025-02-18 05:00:00;412,8
HCD;2025-02-01 00:13:00;2025-02-17 08:15:00;392,03333333333336
HDS;2025-02-01 00:12:00;2025-03-09 09:20:00;873,1333333333333
HCD;2025-02-01 00:14:00;2025-02-26 13:50:00;613,6
HCD;2025-02-01 00:13:00;2025-02-18 14:10:00;421,95
CRE;2025-02-01 00:11:00;2025-02-26 08:32:00;608,35
HCD;2025-02-01 00:14:00;2025-02-13 08:00:00;295,76666666666665
HDS;2025-02-01 00:12:00;2025-03-16 12:16:00;1044,0666666666666
HGL;2025-02-01 00:17:00;2025-02-14 15:35:00;327,3
HCD;2025-02-01 00:12:00;2025-02-03 08:00:00;55,8
HGL;2025-02-01 00:17:00;2025-02-11 08:50:00;248,55
HGL;2025-02-01 00:17:00;2025-02-24 08:50:00;560,55
HCD;2025-02-03 20:33:00;2025-02-03 22:30:00;1,95
CRE;2025-02-01 00:11:00;2025-02-11 15:50:00;255,65
HCD;2025-02-01 00:15:00;2025-02-20 09:20:00;465,0833333333333
HCD;2025-02-01 00:12:00;2025-02-04 16:00:00;87,8
HGL;2025-02-01 00:15:00;2025-02-12 11:00:00;274,75
CRE;2025-02-01 00:11:00;2025-02-19 09:30:00;441,31666666666666
HCD;2025-02-01 00:12:00;2025-02-20 14:00:00;469,8
HCD;2025-02-02 00:00:00;2025-02-02 21:20:00;21,333333333333332
HGL;2025-02-01 00:17:00;2025-02-18 08:30:00;416,21666666666664
HCD;2025-02-03 00:00:00;2025-02-03 21:00:00;21,0
HCD;2025-02-01 00:14:00;2025-02-24 13:25:00;565,1833333333333
HCD;2025-02-02 10:34:00;2025-02-02 11:00:00;0,43333333333333335
CRE;2025-02-01 00:11:00;2025-02-21 14:00:00;493,81666666666666
HGL;2025-02-01 00:15:00;2025-02-20 13:15:00;469,0
HGL;2025-02-01 00:16:00;2025-02-13 15:00:00;302,73333333333335
HCD;2025-02-03 18:13:00;2025-02-03 20:30:00;2,283333333333333
HCD;2025-02-01 00:13:00;2025-02-18 08:40:00;416,45
HGL;2025-02-01 00:16:00;2025-02-26 11:50:00;611,5666666666667
HGL;2025-02-01 00:15:00;2025-02-05 09:00:00;104,75
HGL;2025-02-01 00:15:00;2025-02-12 11:45:00;275,5
HCD;2025-02-01 00:15:00;2025-02-19 14:00:00;445,75
HDS;2025-02-01 00:11:00;2025-02-12 08:37:00;272,43333333333334
HDS;2025-02-01 00:12:00;2025-02-19 17:45:00;449,55
CRE;2025-02-01 00:11:00;2025-02-26 09:50:00;609,65
HCD;2025-02-01 00:14:00;2025-02-21 09:00:00;488,76666666666665
HCD;2025-02-01 00:15:00;2025-02-26 13:30:00;613,25
HDS;2025-02-01 00:12:00;2025-03-07 08:30:00;824,3
HCD;2025-02-01 00:14:00;2025-02-26 14:00:00;613,7666666666667
HDS;2025-02-01 00:11:00;2025-02-10 08:28:00;224,28333333333333
HCD;2025-02-01 00:12:00;2025-02-08 03:30:00;171,3
HCD;2025-02-01 00:12:00;2025-02-15 13:20:00;349,1333333333333
HGL;2025-02-02 09:50:00;2025-02-03 11:36:00;25,766666666666666
HCD;2025-02-01 00:13:00;2025-02-20 09:00:00;464,78333333333336
CRE;2025-02-01 00:11:00;2025-02-14 09:20:00;321,15
HDS;2025-02-01 00:12:00;2025-02-18 11:49:00;419,6166666666667
HCD;2025-02-03 00:00:00;2025-02-12 09:20:00;225,33333333333334
CRE;2025-02-01 00:11:00;2025-02-20 09:30:00;465,31666666666666
CRE;2025-02-03 13:17:00;2025-02-06 08:20:00;67,05
CRE;2025-02-01 00:11:00;2025-02-19 14:51:00;446,6666666666667
HCD;2025-02-01 00:15:00;2025-02-24 14:45:00;566,5
HGL;2025-02-01 00:16:00;2025-02-27 11:15:00;634,9833333333333
CRE;2025-02-01 00:11:00;2025-02-14 14:00:00;325,81666666666666
HCD;2025-02-01 00:14:00;2025-02-17 10:45:00;394,51666666666665
HCD;2025-02-01 00:15:00;2025-02-04 14:15:00;86,0
HCD;2025-02-01 14:28:00;2025-02-01 14:29:00;0,016666666666666666
CRE;2025-02-01 00:11:00;2025-02-07 11:45:00;155,56666666666666
HGL;2025-02-01 00:17:00;2025-02-10 08:10:00;223,88333333333333
CRE;2025-02-01 00:11:00;2025-02-03 09:20:00;57,15
CRE;2025-02-03 15:00:00;2025-02-03 17:00:00;2,0
CRE;2025-02-01 00:11:00;2025-02-07 11:45:00;155,56666666666666
HCD;2025-02-01 00:15:00;2025-02-01 11:15:00;11,0
HGL;2025-02-01 00:16:00;2025-02-11 09:50:00;249,56666666666666
HDS;2025-02-01 00:12:00;2025-02-20 09:00:00;464,8
HCD;2025-02-01 16:05:00;2025-02-01 19:22:00;3,283333333333333
HGL;2025-02-01 00:15:00;2025-02-25 09:20:00;585,0833333333334
HCD;2025-02-01 00:15:00;2025-02-26 09:00:00;608,75
HCD;2025-02-01 00:15:00;2025-02-18 15:00:00;422,75
HCD;2025-02-01 00:14:00;2025-02-24 13:15:00;565,0166666666667
CRE;2025-02-01 00:11:00;2025-02-03 15:50:00;63,65
HGL;2025-02-01 00:17:00;2025-02-05 14:45:00;110,46666666666667
HCD;2025-02-01 00:12:00;2025-02-20 04:00:00;459,8
HCD;2025-02-01 00:12:00;2025-02-04 10:30:00;82,3
HCD;2025-02-01 00:13:00;2025-02-14 08:15:00;320,03333333333336
HDS;2025-02-01 00:12:00;2025-03-08 11:50:00;851,6333333333333
HDS;2025-02-01 00:12:00;2025-03-09 16:01:00;879,8166666666667
HGL;2025-02-01 00:15:00;2025-02-26 08:00:00;607,75
HCD;2025-02-02 15:02:00;2025-02-02 15:30:00;0,4666666666666667
CRE;2025-02-01 00:11:00;2025-02-13 08:20:00;296,15
HCD;2025-02-03 22:08:00;2025-02-03 22:30:00;0,36666666666666664
HCD;2025-02-01 00:15:00;2025-02-08 00:10:00;167,91666666666666
HDS;2025-02-01 00:12:00;2025-02-18 17:25:00;425,21666666666664
CRE;2025-02-01 00:11:00;2025-02-03 14:40:00;62,483333333333334
HCD;2025-02-01 00:14:00;2025-02-17 14:15:00;398,01666666666665
HDS;2025-02-01 00:12:00;2025-02-18 14:25:00;422,21666666666664
CRE;2025-02-01 00:11:00;2025-02-25 11:03:00;586,8666666666667
HCD;2025-02-01 00:15:00;2025-02-19 14:15:00;446,0
HGL;2025-02-01 00:15:00;2025-02-25 09:35:00;585,3333333333334
HCD;2025-02-03 09:05:00;2025-02-03 09:21:00;0,26666666666666666
HCD;2025-02-01 00:13:00;2025-02-23 05:30:00;533,2833333333333
HGL;2025-02-01 00:16:00;2025-02-19 14:50:00;446,56666666666666
HCD;2025-02-01 00:12:00;2025-02-11 16:28:00;256,26666666666665
CRE;2025-02-01 00:11:00;2025-02-26 14:45:00;614,5666666666667
HGL;2025-02-01 00:16:00;2025-02-11 09:20:00;249,06666666666666
HGL;2025-02-01 08:22:00;2025-02-01 08:23:00;0,016666666666666666
HGL;2025-02-01 00:16:00;2025-02-18 10:00:00;417,73333333333335
CRE;2025-02-01 00:11:00;2025-02-14 08:20:00;320,15
HGL;2025-02-01 00:15:00;2025-02-25 14:00:00;589,75
HGL;2025-02-01 00:17:00;2025-02-17 10:45:00;394,46666666666664
HGL;2025-02-01 00:17:00;2025-02-25 08:20:00;584,05
HDS;2025-02-01 00:12:00;2025-02-10 14:40:00;230,46666666666667
HCD;2025-02-01 00:15:00;2025-02-13 09:20:00;297,0833333333333
CRE;2025-02-01 00:11:00;2025-02-14 08:20:00;320,15
HCD;2025-02-01 00:13:00;2025-02-21 08:00:00;487,78333333333336
CRE;2025-02-01 00:11:00;2025-02-24 09:53:00;561,7
HGL;2025-02-02 00:00:00;2025-02-04 11:15:00;59,25
HCD;2025-02-01 00:13:00;2025-02-18 23:00:00;430,78333333333336
HCD;2025-02-03 12:00:00;2025-02-03 18:00:00;6,0
HDS;2025-02-01 00:11:00;2025-02-10 12:48:00;228,61666666666667
HCD;2025-02-01 00:15:00;2025-02-19 13:15:00;445,0
HGL;2025-02-01 00:15:00;2025-02-25 09:45:00;585,5
CRE;2025-02-01 00:11:00;2025-02-07 16:24:00;160,21666666666667
CRE;2025-02-01 00:11:00;2025-02-07 13:34:00;157,38333333333333
CRE;2025-02-01 00:11:00;2025-02-10 16:30:00;232,31666666666666
HGL;2025-02-01 00:17:00;2025-02-05 10:00:00;105,71666666666667
CRE;2025-02-01 00:11:00;2025-02-03 11:40:00;59,483333333333334
CRE;2025-02-01 00:11:00;2025-02-24 08:29:00;560,3
HCD;2025-02-01 00:13:00;2025-02-19 00:00:00;431,78333333333336
HGL;2025-02-01 00:16:00;2025-02-26 13:00:00;612,7333333333333
HCD;2025-02-01 00:12:00;2025-02-12 08:00:00;271,8
HCD;2025-02-01 00:13:00;2025-02-04 15:45:00;87,53333333333333
HGL;2025-02-02 00:00:00;2025-02-04 10:30:00;58,5
HCD;2025-02-01 00:12:00;2025-02-21 02:00:00;481,8
HCD;2025-02-01 00:13:00;2025-02-18 10:00:00;417,78333333333336
HDS;2025-02-03 00:00:00;2025-02-17 09:54:00;345,9
HCD;2025-02-01 00:13:00;2025-02-17 08:00:00;391,78333333333336
CRE;2025-02-01 00:11:00;2025-02-03 09:50:00;57,65
HGL;2025-02-02 09:56:00;2025-02-03 08:08:00;22,2
HGL;2025-02-01 00:17:00;2025-02-26 14:20:00;614,05
HGL;2025-02-01 00:16:00;2025-02-26 13:45:00;613,4833333333333
HDS;2025-02-01 00:12:00;2025-03-04 16:01:00;759,8166666666667
CRE;2025-02-01 00:11:00;2025-02-13 16:00:00;303,81666666666666
HGL;2025-02-01 00:16:00;2025-02-19 11:45:00;443,48333333333335
HCD;2025-02-01 00:14:00;2025-02-18 09:30:00;417,26666666666665
HCD;2025-02-01 00:13:00;2025-02-13 10:15:00;298,03333333333336
CRE;2025-02-01 00:11:00;2025-02-21 10:10:00;489,98333333333335
HGL;2025-02-01 00:17:00;2025-02-17 08:20:00;392,05
HCD;2025-02-01 00:13:00;2025-02-19 12:00:00;443,78333333333336
CRE;2025-02-01 00:11:00;2025-02-25 09:55:00;585,7333333333333
HCD;2025-02-01 00:13:00;2025-02-18 08:45:00;416,53333333333336
CRE;2025-02-01 00:11:00;2025-02-03 09:00:00;56,81666666666667
HGL;2025-02-01 00:17:00;2025-02-24 08:30:00;560,2166666666667
HCD;2025-02-01 00:14:00;2025-02-26 15:30:00;615,2666666666667
HGL;2025-02-01 00:17:00;2025-02-10 08:30:00;224,21666666666667
HGL;2025-02-01 00:16:00;2025-02-12 14:15:00;277,98333333333335
HGL;2025-02-01 00:17:00;2025-02-03 11:15:00;58,96666666666667
HCD;2025-02-02 00:00:00;2025-02-02 09:00:00;9,0
HGL;2025-02-01 00:16:00;2025-02-26 13:55:00;613,65
HCD;2025-02-01 00:14:00;2025-02-13 10:00:00;297,76666666666665
HGL;2025-02-01 00:15:00;2025-02-25 09:35:00;585,3333333333334
CRE;2025-02-03 16:29:00;2025-02-03 17:00:00;0,5166666666666667
CRE;2025-02-01 00:11:00;2025-02-03 16:20:00;64,15
HDS;2025-02-01 00:12:00;2025-03-09 14:39:00;878,45
HCD;2025-02-01 00:12:00;2025-02-05 09:30:00;105,3
HCD;2025-02-01 00:14:00;2025-02-18 10:00:00;417,76666666666665
CRE;2025-02-01 08:00:00;2025-02-07 13:20:00;149,33333333333334
HGL;2025-02-01 08:22:00;2025-02-01 08:26:00;0,06666666666666667
HDS;2025-02-01 00:12:00;2025-03-09 17:36:00;881,4
CRE;2025-02-01 00:11:00;2025-02-03 17:00:00;64,81666666666666
HGL;2025-02-01 00:15:00;2025-02-25 08:00:00;583,75
HCD;2025-02-01 00:12:00;2025-02-11 08:00:00;247,8
HCD;2025-02-01 00:13:00;2025-02-19 13:30:00;445,28333333333336
CRE;2025-02-01 08:09:00;2025-02-01 08:45:00;0,6
HGL;2025-02-01 00:17:00;2025-02-20 08:30:00;464,21666666666664
HCD;2025-02-01 00:14:00;2025-02-24 08:15:00;560,0166666666667
CRE;2025-02-03 11:06:00;2025-02-05 17:00:00;53,9
HCD;2025-02-01 00:15:00;2025-02-27 07:00:00;630,75
HCD;2025-02-01 00:13:00;2025-02-20 08:00:00;463,78333333333336
CRE;2025-02-03 10:00:00;2025-02-03 10:10:00;0,16666666666666666
HCD;2025-02-03 00:00:00;2025-02-12 09:20:00;225,33333333333334
HDS;2025-02-01 00:12:00;2025-02-19 08:05:00;439,8833333333333
HCD;2025-02-01 00:12:00;2025-02-04 14:00:00;85,8
CRE;2025-02-01 00:11:00;2025-02-03 16:40:00;64,48333333333333
HGL;2025-02-01 00:15:00;2025-02-11 10:50:00;250,58333333333334
HCD;2025-02-01 00:13:00;2025-02-24 08:00:00;559,7833333333333
HGL;2025-02-01 00:16:00;2025-02-26 13:05:00;612,8166666666667
HGL;2025-02-01 00:17:00;2025-02-11 14:15:00;253,96666666666667
CRE;2025-02-01 00:11:00;2025-02-21 17:20:00;497,15
HCD;2025-02-01 00:15:00;2025-02-26 08:30:00;608,25
CRE;2025-02-01 00:11:00;2025-02-03 11:30:00;59,31666666666667
CRE;2025-02-01 00:11:00;2025-02-03 09:10:00;56,983333333333334
HCD;2025-02-01 00:13:00;2025-02-20 14:00:00;469,78333333333336
CRE;2025-02-03 13:12:00;2025-02-04 00:00:00;10,8
HCD;2025-02-01 00:15:00;2025-02-26 08:00:00;607,75
HDS;2025-02-01 00:12:00;2025-03-09 08:20:00;872,1333333333333
CRE;2025-02-01 00:11:00;2025-02-03 14:10:00;61,983333333333334
HGL;2025-02-01 00:15:00;2025-02-03 10:35:00;58,333333333333336
HGL;2025-02-01 00:17:00;2025-02-06 08:00:00;127,71666666666667
CRE;2025-02-02 18:20:00;2025-02-03 06:00:00;11,666666666666666
HDS;2025-02-01 00:11:00;2025-02-10 09:04:00;224,88333333333333
HCD;2025-02-01 00:14:00;2025-02-20 08:00:00;463,76666666666665
CRE;2025-02-02 00:00:00;2025-02-07 10:45:00;130,75
CRE;2025-02-01 00:11:00;2025-02-20 08:20:00;464,15
HDS;2025-02-01 00:12:00;2025-02-10 14:56:00;230,73333333333332
HGL;2025-02-01 00:16:00;2025-02-26 14:00:00;613,7333333333333
HCD;2025-02-03 00:00:00;2025-02-03 05:00:00;5,0
CRE;2025-02-01 00:11:00;2025-02-21 08:20:00;488,15
HCD;2025-02-01 00:12:00;2025-02-06 09:30:00;129,3
HCD;2025-02-01 00:15:00;2025-02-18 10:50:00;418,5833333333333
HGL;2025-02-01 00:17:00;2025-02-26 14:35:00;614,3
CRE;2025-02-01 00:11:00;2025-02-26 08:49:00;608,6333333333333
HCD;2025-02-01 00:15:00;2025-02-20 09:30:00;465,25
HCD;2025-02-01 00:12:00;2025-02-22 01:00:00;504,8
HGL;2025-02-02 00:00:00;2025-02-02 07:00:00;7,0
HDS;2025-02-01 00:12:00;2025-02-27 08:20:00;632,1333333333333
HCD;2025-02-01 00:14:00;2025-02-24 10:00:00;561,7666666666667
HDS;2025-02-01 00:12:00;2025-02-19 17:18:00;449,1
HGL;2025-02-01 00:17:00;2025-02-10 11:00:00;226,71666666666667
HCD;2025-02-01 00:14:00;2025-02-26 14:30:00;614,2666666666667
HGL;2025-02-01 00:15:00;2025-02-25 08:00:00;583,75
CRE;2025-02-01 00:11:00;2025-02-19 13:00:00;444,81666666666666
HDS;2025-02-01 00:12:00;2025-03-16 14:55:00;1046,7166666666667
HGL;2025-02-01 00:15:00;2025-02-21 09:30:00;489,25
HGL;2025-02-01 00:17:00;2025-02-19 09:15:00;440,96666666666664
HGL;2025-02-01 00:17:00;2025-02-03 16:30:00;64,21666666666667
HCD;2025-02-01 00:12:00;2025-02-15 15:00:00;350,8
CRE;2025-02-01 00:11:00;2025-02-14 15:20:00;327,15
HCD;2025-02-01 00:14:00;2025-02-21 16:15:00;496,01666666666665
HCD;2025-02-01 00:12:00;2025-02-26 13:45:00;613,55
HCD;2025-02-01 00:13:00;2025-02-26 08:00:00;607,7833333333333
CRE;2025-02-01 00:11:00;2025-02-12 10:20:00;274,15
HCD;2025-02-01 00:13:00;2025-02-04 16:30:00;88,28333333333333
CRE;2025-02-01 00:11:00;2025-02-12 13:30:00;277,31666666666666
HDS;2025-02-01 00:11:00;2025-02-10 08:20:00;224,15
HCD;2025-02-01 00:12:00;2025-02-04 10:30:00;82,3
HCD;2025-02-02 12:00:00;2025-02-02 18:00:00;6,0
HGL;2025-02-01 00:16:00;2025-02-26 16:45:00;616,4833333333333
CRE;2025-02-01 00:11:00;2025-02-13 09:10:00;296,98333333333335
CRE;2025-02-01 00:11:00;2025-02-24 15:40:00;567,4833333333333
HDS;2025-02-01 00:12:00;2025-03-06 08:05:00;799,8833333333333
HCD;2025-02-01 00:13:00;2025-02-07 14:30:00;158,28333333333333
HGL;2025-02-03 00:00:00;2025-02-03 14:00:00;14,0
HCD;2025-02-01 00:13:00;2025-02-25 03:30:00;579,2833333333333
HCD;2025-02-01 00:15:00;2025-02-17 08:50:00;392,5833333333333
HCD;2025-02-02 18:30:00;2025-02-02 19:00:00;0,5
HCD;2025-02-01 00:12:00;2025-02-25 08:30:00;584,3
HDS;2025-02-01 00:11:00;2025-02-10 09:36:00;225,41666666666666
HCD;2025-02-01 00:14:00;2025-02-18 09:20:00;417,1
CRE;2025-02-01 00:11:00;2025-02-25 09:21:00;585,1666666666666
HCD;2025-02-03 00:00:00;2025-02-03 10:30:00;10,5
HDS;2025-02-01 00:12:00;2025-03-15 09:01:00;1016,8166666666667
HCD;2025-02-01 00:13:00;2025-02-04 15:15:00;87,03333333333333
CRE;2025-02-01 00:11:00;2025-02-24 13:00:00;564,8166666666667
HGL;2025-02-01 00:15:00;2025-02-21 09:45:00;489,5
HDS;2025-02-01 00:12:00;2025-02-26 09:05:00;608,8833333333333
HDS;2025-02-01 00:12:00;2025-02-20 17:15:00;473,05
HDS;2025-02-01 00:12:00;2025-02-27 11:20:00;635,1333333333333
HDS;2025-02-01 00:12:00;2025-03-08 15:30:00;855,3
HGL;2025-02-02 00:00:00;2025-02-04 12:45:00;60,75
HGL;2025-02-01 00:17:00;2025-02-06 08:00:00;127,71666666666667
CRE;2025-02-01 00:11:00;2025-02-03 08:30:00;56,31666666666667
CRE;2025-02-01 00:11:00;2025-02-03 15:10:00;62,983333333333334
CRE;2025-02-01 00:11:00;2025-02-12 08:42:00;272,51666666666665
HCD;2025-02-01 00:12:00;2025-02-23 00:30:00;528,3
HGL;2025-02-01 00:17:00;2025-02-05 10:15:00;105,96666666666667
HGL;2025-02-01 00:15:00;2025-02-04 08:25:00;80,16666666666667
HGL;2025-02-01 00:17:00;2025-02-25 08:40:00;584,3833333333333
HDS;2025-02-01 00:12:00;2025-02-27 08:00:00;631,8
HGL;2025-02-01 00:17:00;2025-02-14 13:30:00;325,21666666666664
CRE;2025-02-01 00:11:00;2025-02-07 14:08:00;157,95
HGL;2025-02-01 00:16:00;2025-02-14 16:00:00;327,73333333333335
HCD;2025-02-01 00:14:00;2025-02-14 10:45:00;322,51666666666665
CRE;2025-02-01 00:11:00;2025-02-03 13:20:00;61,15
HDS;2025-02-01 00:11:00;2025-02-12 10:01:00;273,8333333333333
HCD;2025-02-01 00:15:00;2025-02-10 03:00:00;218,75
HCD;2025-02-03 07:56:00;2025-02-03 08:30:00;0,5666666666666667
HDS;2025-02-01 00:12:00;2025-02-20 10:45:00;466,55
HGL;2025-02-02 00:00:00;2025-02-04 11:45:00;59,75
CRE;2025-02-01 00:11:00;2025-02-26 11:22:00;611,1833333333333
HCD;2025-02-01 00:14:00;2025-02-24 08:45:00;560,5166666666667
HCD;2025-02-01 00:13:00;2025-02-21 08:45:00;488,53333333333336
HGL;2025-02-01 00:15:00;2025-02-06 08:00:00;127,75
HCD;2025-02-01 00:12:00;2025-02-06 10:30:00;130,3
CRE;2025-02-01 00:11:00;2025-02-07 10:30:00;154,31666666666666
HCD;2025-02-03 00:00:00;2025-02-03 07:00:00;7,0
HGL;2025-02-01 00:15:00;2025-02-14 08:30:00;320,25
CRE;2025-02-01 08:17:00;2025-02-04 07:00:00;70,71666666666667
CRE;2025-02-01 00:11:00;2025-02-20 15:10:00;470,98333333333335
HDS;2025-02-01 00:12:00;2025-02-10 14:12:00;230,0
HCD;2025-02-03 00:00:00;2025-02-03 19:00:00;19,0
HDS;2025-02-01 00:12:00;2025-02-18 13:01:00;420,81666666666666
HCD;2025-02-03 00:00:00;2025-02-03 09:30:00;9,5
HGL;2025-02-01 00:17:00;2025-02-25 08:30:00;584,2166666666667
HGL;2025-02-01 00:16:00;2025-02-26 16:55:00;616,65
CRE;2025-02-01 00:11:00;2025-02-03 16:30:00;64,31666666666666
CRE;2025-02-01 00:11:00;2025-02-28 14:00:00;661,8166666666667
HGL;2025-02-01 00:16:00;2025-02-26 11:20:00;611,0666666666667
HCD;2025-02-01 00:14:00;2025-02-19 09:00:00;440,76666666666665
HGL;2025-02-01 00:16:00;2025-02-19 13:15:00;444,98333333333335
HGL;2025-02-01 00:16:00;2025-02-21 11:00:00;490,73333333333335
HCD;2025-02-01 00:13:00;2025-02-13 13:30:00;301,28333333333336
HCD;2025-02-01 00:12:00;2025-02-26 09:25:00;609,2166666666667
CRE;2025-02-01 00:11:00;2025-02-28 15:20:00;663,15
HCD;2025-02-01 00:13:00;2025-02-19 14:30:00;446,28333333333336
HCD;2025-02-01 00:13:00;2025-02-27 07:30:00;631,2833333333333
CRE;2025-02-01 00:11:00;2025-02-03 17:10:00;64,98333333333333
HDS;2025-02-01 00:12:00;2025-03-16 08:00:00;1039,8
CRE;2025-02-01 00:11:00;2025-02-28 14:40:00;662,4833333333333
HGL;2025-02-01 00:16:00;2025-02-26 10:15:00;609,9833333333333
HGL;2025-02-01 00:16:00;2025-02-26 11:45:00;611,4833333333333
HCD;2025-02-03 22:07:00;2025-02-03 22:20:00;0,21666666666666667
HDS;2025-02-01 00:12:00;2025-03-07 08:05:00;823,8833333333333
HGL;2025-02-01 00:17:00;2025-02-03 15:45:00;63,46666666666667
HGL;2025-02-03 15:23:00;2025-02-03 15:52:00;0,48333333333333334
CRE;2025-02-01 00:11:00;2025-02-13 15:50:00;303,65
HCD;2025-02-01 00:12:00;2025-02-26 07:45:00;607,55
HDS;2025-02-01 00:12:00;2025-02-01 08:10:00;7,966666666666667
HGL;2025-02-01 00:17:00;2025-02-18 08:00:00;415,71666666666664
HGL;2025-02-01 00:15:00;2025-02-24 07:40:00;559,4166666666666
CRE;2025-02-01 00:11:00;2025-02-19 14:20:00;446,15
HDS;2025-02-01 00:12:00;2025-03-01 15:59:00;687,7833333333333
HCD;2025-02-01 00:13:00;2025-02-05 08:10:00;103,95
HDS;2025-02-01 00:11:00;2025-02-10 09:16:00;225,08333333333334
HCD;2025-02-03 09:02:00;2025-02-03 09:40:00;0,6333333333333333
HDS;2025-02-01 00:12:00;2025-03-08 16:01:00;855,8166666666667
HGL;2025-02-01 00:17:00;2025-02-10 08:45:00;224,46666666666667
HCD;2025-02-01 00:14:00;2025-02-18 08:20:00;416,1
CRE;2025-02-01 00:11:00;2025-02-24 10:07:00;561,9333333333333
HCD;2025-02-01 00:12:00;2025-02-27 14:00:00;637,8
HGL;2025-02-01 00:15:00;2025-02-14 08:00:00;319,75
HCD;2025-02-01 00:12:00;2025-02-27 08:30:00;632,3
HGL;2025-02-01 00:15:00;2025-02-14 08:50:00;320,5833333333333
HGL;2025-02-01 00:16:00;2025-02-11 10:30:00;250,23333333333332
CRE;2025-02-01 00:11:00;2025-02-19 16:30:00;448,31666666666666
HDS;2025-02-01 00:12:00;2025-03-09 11:55:00;875,7166666666667
HCD;2025-02-01 00:13:00;2025-02-13 09:00:00;296,78333333333336
CRE;2025-02-01 00:11:00;2025-02-25 14:10:00;589,9833333333333
HCD;2025-02-01 00:12:00;2025-02-04 16:45:00;88,55
CRE;2025-02-01 00:11:00;2025-02-27 09:10:00;632,9833333333333
HGL;2025-02-01 00:17:00;2025-02-24 11:00:00;562,7166666666667
HGL;2025-02-01 00:16:00;2025-02-20 11:30:00;467,23333333333335
HCD;2025-02-03 00:00:00;2025-02-03 16:45:00;16,75
HGL;2025-02-01 00:17:00;2025-02-26 14:25:00;614,1333333333333
CRE;2025-02-01 00:11:00;2025-02-28 11:10:00;658,9833333333333
HCD;2025-02-03 00:00:00;2025-02-03 12:15:00;12,25
CRE;2025-02-01 00:11:00;2025-02-18 09:50:00;417,65
CRE;2025-02-02 00:00:00;2025-02-07 09:15:00;129,25
CRE;2025-02-01 00:11:00;2025-02-13 16:00:00;303,81666666666666
